season,episode,scene,character,line
4,5,0,Adora,You and Mara were close?
4,5,0,Light Hope,Yes. We were. Are we not close?
4,5,0,Adora,"It's just that you keep things from me. I know it's in an everything-will-make-sense-in-time kind of way, but it's also pretty annoying."
4,5,0,Light Hope,"""Annoying."" This word has not yet loaded. Is it good?"
4,5,0,Adora,No.
4,5,0,Light Hope,"I did not think so. It is my role to watch over She-Ra. I want to serve She-Ra, to protect her to the best of my abilities. But sometimes, those abilities are not enough."
4,5,0,Adora,"Sometimes I feel that way too. I'm sorry about Mara, and I'm...I'm sorry I'm not her. But we could be friends too, if you want."
4,5,0,Light Hope,Friends. Yes. I would like that.
4,5,0,Adora,"Come on, let's get you fixed."
4,5,0,Lonnie,"Okay, you made your point, Kyle. Now turn around. That's an or--"
4,5,0,Lonnie,"We shouldn't have let him go out alone. The armor plating? Oh, Catra will kill us if it's damaged."
4,5,0,Adora,You promise this other slot is the right one?
4,5,0,Light Hope,I am 36 percent sure.
4,5,0,Adora,It'll have to do. Feeling better?
4,5,0,Light Hope,"Reboot complete. Hello, Adora. The spore cloud has dissipated. It is safe for you to leave."
4,5,0,Adora,"What, you don't wanna hang out with me anymore?"
4,5,0,Light Hope,What would we hang from?
4,5,0,Adora,"Come on, we just saved the Crystal Castle."
4,5,0,Light Hope,There is still the matter of balancing the planet.
4,5,0,Adora,"I know that you're just trying to protect me, but now that we're friends, you know you can trust me with the truth about everything, right?"
4,5,0,Light Hope,"Once you balance the planet, all will become clear."
4,5,0,Adora,We'll get there.
4,5,0,Kyle,You came for me. You do care.
4,5,0,Lonnie,We just knew you were gonna mess it up like you always do. Okay?
4,5,0,Kyle,"Hey, you, you too, buddy. Probably?"
4,5,0,Lonnie,"Alright, we've gotta get back to the Fright Zone. Just keep your leg elevated till then."
4,5,0,Mara,"They're pretty, though, right?"
4,5,0,Light Hope,Pretty. Yes. They are aesthetically pleasing. Thank you for bringing them.
4,5,0,Mara,I thought they might liven the place up. It must be hard being stuck in here all the time.
4,5,0,Light Hope,I do not mind. Not when you come to visit me.
4,5,0,Light Hope,This memory should have been purged per directive of the Heart of Etheria Project. Permantly delete.
4,6,0,Scorpia,"Good morning, world! Force Captain Scorpia, reporting for duty! Wake up: check. Looking sharp: check. Breathe in new day: check. Make bed: check. Feed Emily, although I'm still not sure that you eat...: check."
4,6,0,Scorpia,"Whoa, hey! Careful there. Cool, right? Catra gave it to me in the Crimson Waste. She's got a matching one, it's like, our thing, you know?"
4,6,0,Scorpia,"I know, I know, she said we're not friends anymore...but she didn't mean it. And maybe I misheard her, there was a lot going on. There was a cannon. Push down doubts and insecurities: check."
4,6,0,Scorpia,"I am brave, strong, loyal, and give great hugs. And I am going to be the best friend that I CAN BE!"
4,6,0,Scorpia,Yep. Today will be a great day!
4,6,1,Glimmer,You dropped one!
4,6,1,Adora,My bad!
4,6,1,Bow,"Watch your step! At this rate, we'll have the supply line open in no time. Just hang back."
4,6,1,Other,Looking for this?
4,6,1,Glimmer,This one's mine.
4,6,1,Glimmer,Looks like it's your lucky day. I've got this rune I've really wanted to try out.
4,6,1,Glimmer,Hey! I had that one!
4,6,1,Adora,"You are the Queen. I can't let anything happen to you. Besides, whatever dark magic Shadow Weaver taught you obviously doesn't seem to be doing the job..."
4,6,1,Glimmer,It's not dark magic. And it would have been really cool if it had worked!
4,6,1,Bow,"Aw, you guys! Look at us! The Best Friend Squad back together again!"
4,6,1,Other,"Whoo! Take that, Horde! Best first Rebellion mission ever! Thank you so much for letting me come."
4,6,1,Glimmer,This can't be all of them. Where's the rest? There aren't even any bots.
4,6,1,Other,I didn't see any others. They probably ran away scared.
4,6,1,Adora,All right! We should head out. We've still got another outpost to shut down before we can re-open supply lines to the Kingdom of Snows. Come on! Let's move.
4,6,1,Other,Wasn't She-Ra amazing in that battle? You are so lucky she saved you before that Horde soldier reached you.
4,6,1,Glimmer,She didn't save me! I was...doing...a thing.
4,6,1,Other,"Oh, right. I mean, your little magic trick would've been really cool if it had worked! Anyway, your real strength is in teamwork! And the way you let Adora give you orders even though you're the Queen, I-I--"
4,6,1,Glimmer,She wasn't giving me orders. We're a team!
4,6,1,Other,"The greatest team! That's why she can talk to you like that, all, ""I'm She-Ra, I know best!"", but you stay friends. What a bond..."
4,6,1,Other,"Like lambs to the slaughter... Hey, guys! Wait for me!"
4,6,2,Hordak,The Rebellion is dismantling our northern perimeter. Why are our outposts unprepared for an attack?
4,6,2,Catra,Because they're skeleton crews. I've called back the main defenses.
4,6,2,Hordak,What? Why?
4,6,2,Catra,"Okay... The princesses have no idea what's coming. Let them waste their time on some useless outposts. We are saving our resources for the big mission. The final part of our plan, remember? It's almost time."
4,6,2,Hordak,We're...not ready. I need more time to complete the weapon.
4,6,2,Catra,We've put everything into this plan. We don't have more time.
4,6,2,Hordak,"This technology...is based on Entrapta's research, but I've reached a dead-end. I need her notes...her recordings. They must hold the key to making this work..."
4,6,2,Catra,Entrapta is a traitor.
4,6,2,Hordak,"You think I don't know that?! This is what she left behind. And this is what I will use to defeat every last princess on Etheria. Horde Prime will be here soon, and when he arrives he will see what I am capable of... I will return to his side--victorious...worthy. But first... I need. Those. Recordings."
4,6,3,Scorpia,"Emily! You know you're supposed to stay in my room. Ya little scamp. Come on, no guilt trip, it's for your own good. We can't let Catra see you, and right now? I'm bringing her a cup of my famous soothing tea. ...Old family recipe. If anyone could use a pick-me-up, it's Catra."
4,6,3,Scorpia,Go on.
4,6,3,Scorpia,"Aaah, okay, you can come. Can't say no to that cute little face."
4,6,3,Scorpia,"Hey, I said you can come, where are you--"
4,6,3,Catra,Who are you talking to?
4,6,3,Scorpia,"Catra! Oh! Hot! Okay, boy, you can really sneak up on a gal. ...Oh, are--are you okay? You don't look so good, I--have you been getting enough sleep? ...Here. I made you some--"
4,6,3,Catra,"I didn't ask for your opinion. I have a job for you. I need you to find Entrapta's recordings, you know, that thingy she was always babbling into."
4,6,3,Scorpia,You want...Entrapta's recordings? Does this mean--
4,6,3,Catra,"It means...that Hordak needs them. I'm so close. If I can pull this off, everything, everything will have been worth it. Find me those recordings so I can finish this."
4,6,3,Scorpia,"Yes! Yes, I'll find them. I-I promise. D-Did you want any of the...tea? ...You know what, it's not a--"
4,6,3,Catra,What are you still doing here?!
4,6,4,Scorpia,"See, Emily? What did I tell you? Catra just needed a loyal friend. I'll find those recordings, she'll do her mission, and then she can relax, and things will go back to normal."
4,6,4,Lonnie,Scorpia! A little help?
4,6,4,Scorpia,"Hey, guys! Can't stay long. I'm on a super important, top-secret mission for Catra."
4,6,4,Lonnie,Good luck with that. I'm sure Catra will be super grateful.
4,6,4,Scorpia,"Uh, yeah. Of course she'll be grateful. Everything Catra's done has been to help the Horde. And if we stick with her, keep doing our jobs...I'm sure she'll notice. ...You know...e-eventually..."
4,6,4,Lonnie,"Yeah, right. Our guys are getting attacked on the northern perimeter...and Catra's letting it happen. She doesn't care about any of us."
4,6,4,Scorpia,"No. No, you're wrong. Catra's been...under a lot of pressure...and maybe she just..."
4,6,4,Lonnie,When are you gonna wake up?! ...Hey! We were supposed to be loading these onto the transport. Scorpia... just get out of here. We've got real work to do.
4,6,4,Scorpia,"Good idea. You go do your job, and I'll do mine. Just a...well-oiled machine..."
4,6,5,Bow,"I don't see any defensive bots here, either. Honestly, it doesn't look like there's anyone on watch."
4,6,5,Adora,"But we don't know what they've got inside the outpost, so let's go in nice and slow. Here's what we're gonna do...I-- Glimmer!"
4,6,5,Adora,"Glimmer, what are you doing? You can't just rush into battle on your own like that, you're the Queen! You're too valuable."
4,6,5,Glimmer,Am I the Queen? Because it seems like you're the one giving all the orders.
4,6,5,Adora,And what's your plan? More dark magic?
4,6,5,Glimmer,"It's not dark magic! And I don't know, maybe if it helps me do what needs to be done!"
4,6,5,Adora,"Magic won't fix everything, you know!"
4,6,5,Glimmer,What good is magic if I can't use it!
4,6,5,Other,"Double Trouble, sometimes you're too good..."
4,6,5,Adora,--you have us for!
4,6,5,Glimmer,I don't need you guys to save me! Stop treating me like I'm weak and let me make my own decisions!
4,6,5,Adora,We're just looking out for you!
4,6,5,Bow,Hey! What's going on with you two?
4,6,5,Glimmer,Nothing!
4,6,5,Adora,Nothing!
4,6,5,Bow,"Okay, we're talking this out. Adora, is there something you need to say to Glimmer?"
4,6,5,Adora,"No! I don't know! What, it's fine!"
4,6,5,Bow,"Come on, you can do it! Communication is the key to a good friendship!"
4,6,5,Adora,I don't know why Glimmer is suddenly okay with trusting Shadow Weaver after everything she's done to us! I'm just--I'm worried about her...it's too dangerous.
4,6,5,Glimmer,You really think I'm naive enough to trust her?
4,6,5,Bow,Glimmer. Would you like to try phrasing that a little more constructively?
4,6,5,Glimmer,Everything I'm doing is to protect people...is to protect you. I'm not asking you to trust Shadow Weaver...but... can't you at least trust me?
4,6,5,Adora,"Of course I trust you, Glimmer."
4,6,5,Bow,There you go. That's how the Best Friend Squad does it!
4,6,5,Other,"Ugh, I have to do everything around here."
4,6,5,Other,"HELP! HELP! SHE-RA, HELP!"
4,6,5,Glimmer,Flutterina!
4,6,5,Other,HELP! HELP! Put me down! I'm on your side. Now follow my lead... HEEEELP!
4,6,6,Scorpia,Anything yet?
4,6,6,Scorpia,"Aah, I know we've looked everywhere, but it's gotta be here somewhere..."
4,6,6,Scorpia,"Super Pal Trio. Man, those were good times, huh? Focus! Scorpia, you can't let Catra down. ...Think like Entrapta... Think like Entrapta... Bots! Ehh, Hordak... Tiny food. Uh...First Ones tech... Runestones... The Black Garnet Chamber!"
4,6,6,Scorpia,"Yeah, this place also gives me the creeps. But, some of Entrapta's stuff is still in here, so the recordings might be, too. Wow. So many good times in here, huh? That time Entrapta hacked the Black Garnet...That time Shadow Weaver tried to kill us...And...before that... You're not going to believe this, Emily, but I'm actually a princess."
4,6,6,Scorpia,"I know, right? That's what they all say! It's ridiculous, I know, but...it's true. The whole Fright Zone used to be my family's kingdom, but then Hordak showed up and...well...you know. The rest is history. It's not like the Black Garnet ever worked for me anyway..."
4,6,6,Scorpia,"Ah, it's for the best. I mean, can you imagine? Me, a princess? I just need to find those recordings and then--"
4,6,6,Entrapta,"Commencing experiment number 703. Ready, Emily?"
4,6,6,Scorpia,Entrapta?
4,6,6,Entrapta,"Success! In addition to uploading back-ups of my logs into Emily's hard drive, I've upgraded her to record visual data. Hiiii! Now when an experiment blows up and I lose all memory of that day, I'll still have record of the research. Everyone, smile!"
4,6,6,Catra,I told you to be ready to leave. Have you even started packing?
4,6,6,Entrapta,I'm a scientist. The only thing I'll need in the Northern Reach is my miiind! ...Also my giant drill. ...Also...everything in this room.
4,6,6,Scorpia,"Super Pal Trio field trip! Ah, I can't wait! We can watch the snow fall, drink hot cocoa..."
4,6,6,Entrapta,"Oh, can the hot cocoa's be tiny?"
4,6,6,Catra,"We're there to dig up First Ones tech, we're not making cocoa."
4,6,6,Scorpia,"Oh, that's my Wildcat, always on goal. ...What do you think is buried out there, anyway?"
4,6,6,Entrapta,"Ohhh, something biiig!"
4,6,6,Catra,Who cares? Pack your stuff and let's go already.
4,6,6,Scorpia,I'll bring the cocoa if you bring the tiny mugs...?
4,6,6,Entrapta,"Oh, it's a date!"
4,6,6,Scorpia,Yeah!
4,6,6,Scorpia,"I...I miss her. Wait, Entrapta's recordings...she stored them inside you?! We did it, you beautiful bot, we found them! Oh, we've gotta go tell Catra that-- ...Well, can't you just take them out? Not possible?! They're deeply ingrained in your core processor and can't be accessed without dismantling you completely?!"
4,6,6,Scorpia,"But Catra needs these recordings, and I wanna be there for her! I'm loyal, that's my whole thing-- ...I'm sure it'll be fine. She wouldn't hurt you. She wouldn't...even though the recordings are...inside you and...she's kind of said the words ""scrap metal"" and ""Emily"" together a lot. ...Come on, I know a great place to hide--I-I mean, think, not hide. We're not hiding, we're...thinking. That's it."
4,6,7,Adora,"Bow, can you take them out?"
4,6,7,Bow,I can't risk hitting Flutterina!
4,6,7,Other,"Come on, work with me here!"
4,6,7,Other,Uh...drop your weapons...or the girl...gets it?
4,6,7,Other,"Ugh, it'll do."
4,6,7,Glimmer,"Let her go, now. Or it's not gonna be pretty."
4,6,7,Adora,"Glimmer, no. They could hurt Flutterina."
4,6,7,Glimmer,Someone has to do something.
4,6,7,Glimmer,Why isn't anyone guarding these outposts? Where is everyone?
4,6,7,Other,"Ah, I don't know!"
4,6,7,Glimmer,"I haven't practiced this one as much...I'm still getting the hang of it. It's a truth spell, if it works...but if it fails, it can be...extremely painful."
4,6,7,Other,"Okay, okay! Catra called back our bots and most of our team, but--I don't know why, I swear! I don't, I really don't!"
4,6,7,Glimmer,I think you do...
4,6,7,Bow,"Glimmer, stop!"
4,6,7,Glimmer,"Catra pulled her forces from the northern perimeter. We've been wasting our time all day. And this guy... is wasting mine. Bow, put him back with the others and let's go."
4,6,7,Adora,"Glimmer, what are you doing? You took things way too far."
4,6,7,Glimmer,I wasn't going to actually hurt him. Did you think I would really--
4,6,7,Bow,"Look, maybe we should get some rest and talk about this when--"
4,6,7,Adora,The Kingdom of Snows' supply line is open. We're done here.
4,6,7,Glimmer,Fine by me.
4,6,7,Other,And scene.
4,6,8,Scorpia,"Welcome to Horror Hall! It was part of the royal Scorpion Family's kingdom, but nobody comes here anymore. I would sneak down here to hide when I was a kid. Yeah... Oh! Check out these guys! That's Pointy, over there is Captain Pointy, and this here is the widow Madame Pointessa. Okay, I made those up, I don't know their names. But this!"
4,6,8,Scorpia,"This guy...this is my granddad, the King. He was the greatest. I mean, that's what the Horde told me anyway, I don't remember him, I was too young. I have granddad to thank for my opportunities in life. He made the alliance with Hordak. As part of it, our kingdom gave up our Runestone...and...princess... My granddad must've known I'd be...happier...as a soldier. And I made friends in the Horde...like you!"
4,6,8,Scorpia,"Ah. Okay, well... Things didn't exactly work out for my kingdom, but...granddad stayed loyal to the end. That's what scorpions do best! Brave, loyal...great hugs."
4,6,8,Scorpia,"I need to be there for Catra. I'll just tell her about the recordings. She is my friend, and she will not hurt you if I ask her not to."
4,6,8,Catra,I don't care what it takes. We are opening that portal! NOW!
4,6,8,Entrapta,"No! I won't! I need to tell Hordak, he'll understand!"
4,6,8,Catra,Get her out of here! I don't care--! Put her on the transport to Beast Island!
4,6,8,Scorpia,She--she was threatened. She didn't mean it...
4,6,8,Scorpia,Beast Island?! You can't!
4,6,8,Catra,You wanna be next?
4,6,8,Scorpia,Catra...betrayed her. ...She betrayed me. And I just let her take Entrapta away... Catra doesn't...care. She'll hurt people to get her way. If she knew the recordings were inside of you...
4,6,8,Scorpia,But I still have time. I can still be a good friend.
4,6,9,Catra,You better have something for me.
4,6,9,Scorpia,...Entrapta's recordings. She stored them all in Emily.
4,6,9,Scorpia,"The chip got damaged when I extracted it, but...hopefully that won't matter? It was just so small, and you know...pincers."
4,6,9,Catra,You broke...the recordings?
4,6,9,Scorpia,I-I didn't mean to--
4,6,9,Catra,"I asked you to do one thing! One simple thing and you completely ruined it! But of course you ruined it. Yeah. You're Scorpia. That's just what you do! You couldn't handle Emily...You never know when to shut up...The only thing you've ever done is get in my way! What did I expect, I mean, how could you possibly be this useless?!"
4,6,9,Catra,What?!
4,6,9,Scorpia,...You're a bad friend.
4,6,10,Hordak,The recordings?
4,6,10,Catra,Entrapta must've taken them with her before leaving. There's nothing.
4,6,10,Hordak,I gave you...an order...
4,6,10,Catra,"Get. Over. It. You don't need Entrapta. You never did. You don't need a princess in your life telling you what to do. Look at what you've done without her. You built an army. An empire. You and me...we don't need anyone. Forget them all, no one matters, nothing matters but this mission. You want to prove yourself? Prove your worth? Then do it. You and I are going to conquer Etheria, and then...and then, they'll all see!"
4,6,10,Hordak,"Oh, of course... Yes. We will prevail. Give me another day, and I will be ready."
4,6,10,Catra,Does that mean...I can give the command?
4,6,10,Hordak,It is time.
4,6,11,Scorpia,"Okay, I bought us some time. Catra didn't know that was just old junk or that I was...lying to her. ...There's nothing I can do for her...but maybe I can still help Entrapta."
4,6,11,Scorpia,"Ready for a Super Pal Duo field trip? We're getting out of here, Emily. For good."
4,7,0,Glimmer,I called you all here to discuss what happened today. The mission to retake Dryl was a complete disaster. We barely made it out. I wanna know why.
4,7,0,Bow,"The Horde knew we were coming, they were ready for us. How do they keep doing this? We thought they were tracking Adora, but she wasn't even there today!"
4,7,0,Mermista,Isn't it obvious? There's a Horde spy somewhere in Bright Moon. ...And no one is going anywhere until we figure out who it is.
4,7,0,Glimmer,Mermista... it's very unlikely that there's a spy--
4,7,0,Mermista,"We need to investigate. Obviously, I'll be the lead detective since I've read every single Mer-Mystery book."
4,7,0,Adora,Mer-what?
4,7,0,Mermista,"Mer-Mystery! It's only the best undersea novel series ever, there's, like, 18 of them, it taught me everything I need to know about solving mysteries. Murder mysteries!"
4,7,0,Perfuma,Um...but no one's been murdered...
4,7,0,Mermista,"YET! First, we need to question the suspects."
4,7,0,Frosta,Who are the suspects?
4,7,0,Mermista,Everyone is a suspect.
4,7,0,Bow,Everyone? Is anyone else sweating? I'm sweating!
4,7,0,Glimmer,This is a waste of time. We know that the Horde is pulling their troops back to prepare for something big. That's what we should be investigating.
4,7,0,Adora,"No, Mermista's right. And, we know it can't be me the Horde's tracking since, once again, you used me as a distraction today. ...A spy is really the only thing that makes sense."
4,7,0,Glimmer,"Maybe they didn't fall for the distraction because you're a bad actress. And who would the spy even be, anyway?"
4,7,0,Adora,"How about the Horde officer who's living at-- I'm sorry--being held prisoner, at Bright Moon? Shadow Weaver has actual shadow spies--we met them."
4,7,0,Mermista,"Shadow Weaver does seem like the obvious suspect. Which means it definitely isn't her. It's never the obvious one, like in Mer-Mystery: The Pearl Who Knew Too Much. You think it's the pearl, but it's not."
4,7,0,Perfuma,Spoilers!
4,7,0,Mermista,It's time to interrogate the castle!
4,7,0,Frosta,...How are you doing that?!
4,7,0,Mermista,I practice. At. HOME!
4,7,1,Catra,"Move, now! We don't have all night, Kyle!"
4,7,1,Double Trouble,"Meoow. You all right there, kitten?"
4,7,1,Catra,About time you checked in. Are the princesses still moping around about Dryl?
4,7,1,Double Trouble,"No. Watching them mope was my favorite. Now they're playing detective, searching for the elusive Horde spy who foiled their plans."
4,7,1,Catra,"Wait, spy? Is your cover blown?"
4,7,1,Double Trouble,"Please, who would suspect a goody-two-shoes like Flutterina? Besides, if they start to get suspicious, I'll just do a quick wardrobe change and throw the blame onto someone else."
4,7,1,Catra,"They better not. You have to keep them in Bright Moon. If they catch on before our plan is complete, before the big mission is done, I--"
4,7,1,Double Trouble,"Darling, darling, don't worry. I'll just tire them out a bit."
4,7,2,Mermista,Where were you when the murders happened?
4,7,2,Other,The what?
4,7,2,Perfuma,"...Don't think you can get away with it. ...Although, there still weren't any murders, Mermista."
4,7,2,Mermista,Yet!
4,7,2,Other,I sincerely do not have time for this.
4,7,2,Mermista,"Uh, according to a bunch of other people--"
4,7,2,Perfuma,Witnesses!
4,7,2,Mermista,--you weren't where you were supposed to be at the Battle for Dryl.
4,7,2,Other,I followed the plan exactly.
4,7,2,Perfuma,A likely--! Sorry... A likely story!
4,7,2,Mermista,"Admit it. You were slipping away to warn the Horde of our plan. Just like in Mer-Mystery: Secret of the Abalone. That one's really good, you should read it."
4,7,2,Other,"Look, this is what happened."
4,7,2,Other,"On approach to Dryl, Glimmer filled me in. She-Ra would lure away the Horde. Team A--Frosta, Bow, and Flutterina--would scout ahead. Team B--Sea Hawk and Mermista--would guard the exits. Team A indicated the coast was clear and we converged on their signal. But that's when Frosta ran into us and said they hadn't finished scouting!"
4,7,2,Perfuma,"Oh, my!"
4,7,2,Other,"Team A sent the all-clear. If you want to know what went wrong, ask Bow."
4,7,3,Bow,"Okay, I confess, it was me!"
4,7,3,Frosta,"Bow, we're not even interrogating you."
4,7,3,Bow,"I mean, if I am the spy, it's an accident...I think... Can you be an accidental spy? Do I have an evil alter-ego? Or was I secretly brainwashed and I'm just realizing it now?!"
4,7,3,Other,"So, like, are you guys still questioning me, or...?"
4,7,3,Bow,It all goes back to what happened in Dryl...
4,7,3,Bow,"Everyone was in position, and I was using my new tech to look for remaining Horde soldiers. But then my goggles glitched and--I don't know what happened! I started to see double. That's when the other team came in way too early! I tried to signal everyone to fall back, but my tracker pad was missing."
4,7,3,Other,Whoaaa...
4,7,3,Bow,"Don't you see what this means? Either I lost my tracker pad at Dryl, and that gave the Horde vital information...or...I did it on purpose because I am the spy and I gave the signal and I didn't even know!"
4,7,3,Other,You're blowing my miiiind...!
4,7,3,Frosta,BOW! You aren't. The spy!
4,7,3,Bow,You don't know that! It all makes sense... Who else could it be?!
4,7,4,Adora,So you're telling us you really didn't know anything about the plan to retake Dryl? Really?
4,7,4,Shadow Weaver,"Not a bit. I've been busy with my garden. She's always been paranoid like this, you know."
4,7,4,Adora,"I am not being paranoid. You were spotted around the castle without your guards this morning, and I wanna know why..."
4,7,4,Glimmer,"Actually, Adora, that's--"
4,7,4,Shadow Weaver,I was engaging in a ritual.
4,7,4,Shadow Weaver,"Essence of echinacea. A dash of ginger root. Ah, my daily morning ritual."
4,7,4,Adora,"Okay, you expect us to believe you were just having tea?! She's the spy, you're the spy! Who else could it be?"
4,7,4,Shadow Weaver,"I am not the villain of this story. As to your question, Glimmer saw fit to grant me free reign of the castle. My guards have been dismissed."
4,7,4,Adora,No guards? Seriously?!
4,7,4,Glimmer,"Yes, seriously! What has she done other than help us?"
4,7,4,Adora,Do you really want me to answer that?
4,7,4,Shadow Weaver,"Girls, every moment you waste here, the Horde gets that much further ahead. In order to catch a rat, you need to spring a trap."
4,7,4,Adora,"Well, in order to catch the spy...we need you to admit that you're the spy--!"
4,7,4,Glimmer,"Let it go, Adora! There's lots of other people it could be."
4,7,4,Adora,Like who?
4,7,5,Sea Hawk,"Ah, I love recounting the epic tales of my exploits. My HEROIC exploits."
4,7,5,Mermista,"Yeah, it definitely isn't Sea Hawk. Why did you even bring him in?"
4,7,5,Perfuma,You said everyone was a suspect.
4,7,5,Sea Hawk,Exploits for the ages! Narration!
4,7,5,Sea Hawk,"I was supposed to be guarding the door, but Perfuma relieved me of duty so I could rejoin the fight. I advanced through the courtyard, avoiding the booby traps risking my very...life... Just like in Mer-Mystery: Serpent of the Sea!"
4,7,5,Mermista,"Wait, is that where my book went? Sea Hawk, I've been looking for it!"
4,7,5,Sea Hawk,That's when the clouds parted--
4,7,5,Sea Hawk,--and illuminated my dearest Mermista in the distance.
4,7,5,Mermista,Moonlight? The battle happened this morning.
4,7,5,Sea Hawk,"I made my way over to her, when----we were ambushed! My sole aim was to protect Mermista from the Horde... Thinking quick, I took on the 40 to 50 Horde soldiers surrounding us and SAVED DRYL!"
4,7,5,Mermista,"We lost Dryl, and you punched, like, one guy before Glimmer got us out."
4,7,5,Sea Hawk,Exactly! One HUNDRED guys!
4,7,5,Perfuma,"W-Wait, wait--I-I was with the General the whole time! And why weren't you with Sea Hawk, Mermista?"
4,7,5,Mermista,"Uh, because Frosta waved me over, but, like, disappeared before I could reach her."
4,7,5,Perfuma,"But that doesn't make any sense, she was with Bow, and then...Glimmer and the others were--"
4,7,5,Sea Hawk,Who wants to watch me do some squats?
4,7,5,Sea Hawk,I bet Adora and Glimmer don't shove suspects out the door...
4,7,6,Glimmer,"...Okay, Flutterina. Where were you at the start of the battle?"
4,7,6,Other,"With Bow and Frosta, of course. Like we planned. ...Is...Is everything okay?"
4,7,6,Glimmer,Everything is fine. Now--
4,7,6,Other,"It's just that, everyone's so on edge after what happened in Dryl. Have you tried interviewing Shadow Weaver about it? She seems kinda untrustworthy..."
4,7,6,Adora,"Oh, noo, according to Glimmer, she's totally trustworthy, and it's fine to just let her walk around the castle whenever she wants..."
4,7,6,Glimmer,Can we please not start this up again?
4,7,6,Adora,"I'm just saying, it would have been nice if you told me."
4,7,6,Glimmer,I don't have to tell you about every decision I make.
4,7,6,Adora,"Oh, but you tell Shadow Weaver?!"
4,7,6,Glimmer,Maybe it's because Shadow Weaver actually listened when you and Bow kept leaving without me!
4,7,6,Other,You two seem like you have a lot to talk about... Maybe I'll just come back later...
4,7,6,Glimmer,"I don't know why I'm going along with this. The Horde is obviously planning something. We should be out there, looking for them, not stuck here, playing around."
4,7,6,Adora,"No one's playing around, Glimmer. There is a reason we've been losing."
4,7,6,Glimmer,And we're going to keep losing if we don't act soon.
4,7,6,Mermista,"There you are. Why are you just standing around? This isn't Mer-Mystery: Case of the People Who Just Stood Around, the...sequel I wrote right now about all of you."
4,7,6,Glimmer,Who is even left to question?
4,7,8,Other,I think I saw Mermista with Bow's tracker pad.
4,7,8,Bow,"Wait, have you guys been here the entire time?"
4,7,8,Other,...Tiny scone?
4,7,8,Other,"I can't believe you read those, too! Mer-Mystery: The Maltese Otter is my favorite."
4,7,8,Mermista,"Ugh, that one's so predictable. I saw that twist coming a mile away."
4,7,8,Adora,Swift Wind! You weren't even there!
4,7,8,Sea Hawk,"I told you how I took out one hundred--no--one hundred and fifty guys, right?"
4,7,8,Bow,"You have to arrest me, for everyone's safety! Otherwise my evil alter-ego might do it again!"
4,7,8,Glimmer,"Bow, knock it off."
4,7,8,Adora,Still no! ...And put that back.
4,7,8,Mermista,It's not them.
4,7,8,Perfuma,No.
4,7,8,Glimmer,No.
4,7,8,Other,"I think, like, maybe She-Ra did it."
4,7,8,Frosta,Hey! We already questioned you.
4,7,8,Other,"Oh, yeah. I came back for the tiny scones."
4,7,8,Other,I made a fresh batch!
4,7,8,Other,Fizzy beverage?
4,7,8,Perfuma,"If you just lent me the book, then I'd show you who done it! I think we should interrogate him again! I don't trust--"
4,7,8,Mermista,--happened in Pearl In The Window.)
4,7,9,Adora,Glimmer? Where are you going?
4,7,9,Glimmer,This isn't working. Nothing we do is working. The Horde is always ahead and I can't just sit here and wait for the next bad thing to happen.
4,7,9,Adora,"So, what? You're gonna teleport into the Fright Zone and try to solve this all by yourself?"
4,7,9,Glimmer,Someone's gotta do something.
4,7,9,Adora,"Glimmer, please. You can't leave in the middle of the night without backup."
4,7,9,Glimmer,"The less people involved, the better. We don't know who to trust."
4,7,9,Adora,And what about me? Were you gonna tell me? Or Bow?
4,7,9,Glimmer,"Adora, I--"
4,7,9,Adora,"Stay. Please. I know we can figure this out if we work together. No more secrets, and doing things without us. We need you here. ...I need you here."
4,7,9,Glimmer,Okay. I'm here.
4,7,9,Bow,Adora! Glimmer!
4,7,9,Frosta,Where have you guys been?!
4,7,9,Perfuma,The communications panel in the war room has been severed!
4,7,10,Adora,When did this happen?
4,7,10,Mermista,I don't know. We were passing by the room when we saw it.
4,7,10,Frosta,Wait. We saw you run out of here two minutes ago.
4,7,10,Mermista,"Uh, what are you talking about? I was with Perfuma."
4,7,10,Perfuma,Could the storm have done something to cause this?
4,7,10,Glimmer,This wasn't an accident. This was sabotage.
4,7,11,Glimmer,"...The General is working on restoring communications. In the meantime, there's a backup device in the dining room, should we need it."
4,7,11,Mermista,All of us here knew we were trying to unmask the spy. And we were the ones who made the plan to take back Dryl. We've ruled out all other suspects. Which means the only person the spy could be is one. Of. Us.
4,7,11,Frosta,Perfuma was the one who let the Horde take the doors!
4,7,11,Perfuma,"I wasn't there! Wait, your team was the one who told us to come in, and you led Mermista away!"
4,7,11,Frosta,I. Did. Not.
4,7,11,Mermista,"Trying to throw the blame on someone else, huh, Frosta?"
4,7,11,Frosta,"If Mermista knows so much about mysteries, she'd probably know how to plan the perfect crime."
4,7,11,Perfuma,And there was water by the tracker pad!
4,7,11,Mermista,Water that could've been melted ice!
4,7,11,Bow,It's probably me!
4,7,11,Frosta,"It's not you, Bow!"
4,7,11,Mermista,"Or maybe it is, like in Mer-Mystery: Salt-er Ego!"
4,7,11,Sea Hawk,"It couldn't be me, I was busy fighting at least 200 soldiers!"
4,7,11,Adora,"This is a waste of time, Glimmer. Shouldn't we be--?"
4,7,11,Glimmer,"Stop. Stop questioning my choices, stop whining about being a decoy, just--stop. Okay?"
